"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","ISO","Nazionalità","TIPOVIOLENZA","Caratteristiche della violenza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","NRP","non risponde","2019","2019",1,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","NRP","non risponde","2020","2020",5,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","NRP","non risponde","2021","2021",2,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","NRP","non risponde","2022","2022",1,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","UNAV","non disponibile","2013","2013",307,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","UNAV","non disponibile","2014","2014",239,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","UNAV","non disponibile","2015","2015",251,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","UNAV","non disponibile","2016","2016",219,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","UNAV","non disponibile","2017","2017",199,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","UNAV","non disponibile","2018","2018",245,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","UNAV","non disponibile","2019","2019",215,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","UNAV","non disponibile","2020","2020",244,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","UNAV","non disponibile","2021","2021",267,,
"ITE3","Marche","USERS","utenti del 1522","F","femmine","WORLD","Mondo","UNAV","non disponibile","2022","2022",265,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHY","violenza fisica ","2013","2013",208,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHY","violenza fisica ","2014","2014",93,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHY","violenza fisica ","2015","2015",103,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHY","violenza fisica ","2016","2016",107,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHY","violenza fisica ","2017","2017",87,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHY","violenza fisica ","2018","2018",98,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHY","violenza fisica ","2019","2019",79,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHY","violenza fisica ","2020","2020",154,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHY","violenza fisica ","2021","2021",146,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHY","violenza fisica ","2022","2022",123,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","SEXVIOL","violenza sessuale","2013","2013",15,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","SEXVIOL","violenza sessuale","2014","2014",11,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","SEXVIOL","violenza sessuale","2015","2015",7,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","SEXVIOL","violenza sessuale","2016","2016",7,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","SEXVIOL","violenza sessuale","2017","2017",7,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","SEXVIOL","violenza sessuale","2018","2018",13,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","SEXVIOL","violenza sessuale","2019","2019",7,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","SEXVIOL","violenza sessuale","2020","2020",9,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","SEXVIOL","violenza sessuale","2021","2021",32,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","SEXVIOL","violenza sessuale","2022","2022",22,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHYVIOL","violenza psicologica","2013","2013",111,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHYVIOL","violenza psicologica","2014","2014",81,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHYVIOL","violenza psicologica","2015","2015",83,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHYVIOL","violenza psicologica","2016","2016",80,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHYVIOL","violenza psicologica","2017","2017",60,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHYVIOL","violenza psicologica","2018","2018",101,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHYVIOL","violenza psicologica","2019","2019",84,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHYVIOL","violenza psicologica","2020","2020",114,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHYVIOL","violenza psicologica","2021","2021",145,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","PHYVIOL","violenza psicologica","2022","2022",89,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ECON_VIOL","violenza economica","2013","2013",8,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ECON_VIOL","violenza economica","2014","2014",3,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ECON_VIOL","violenza economica","2015","2015",5,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ECON_VIOL","violenza economica","2016","2016",4,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ECON_VIOL","violenza economica","2017","2017",1,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ECON_VIOL","violenza economica","2018","2018",2,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ECON_VIOL","violenza economica","2019","2019",3,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ECON_VIOL","violenza economica","2020","2020",2,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ECON_VIOL","violenza economica","2021","2021",4,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ECON_VIOL","violenza economica","2022","2022",4,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ALL","tutte le voci","2013","2013",702,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ALL","tutte le voci","2014","2014",484,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ALL","tutte le voci","2015","2015",498,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ALL","tutte le voci","2016","2016",443,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ALL","tutte le voci","2017","2017",383,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ALL","tutte le voci","2018","2018",503,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ALL","tutte le voci","2019","2019",430,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ALL","tutte le voci","2020","2020",577,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ALL","tutte le voci","2021","2021",649,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","ALL","tutte le voci","2022","2022",572,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","THREATS","minacce","2013","2013",3,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","THREATS","minacce","2014","2014",7,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","THREATS","minacce","2015","2015",9,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","THREATS","minacce","2016","2016",5,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","THREATS","minacce","2017","2017",6,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","THREATS","minacce","2018","2018",7,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","THREATS","minacce","2019","2019",4,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","THREATS","minacce","2020","2020",7,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","THREATS","minacce","2021","2021",12,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","THREATS","minacce","2022","2022",14,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","HARASS_WORK","mobbing","2014","2014",1,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","HARASS_WORK","mobbing","2015","2015",1,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","HARASS_WORK","mobbing","2016","2016",2,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","HARASS_WORK","mobbing","2019","2019",1,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","HARASS_WORK","mobbing","2020","2020",3,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","HARASS_WORK","mobbing","2022","2022",1,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","NRP","non risponde","2013","2013",9,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","NRP","non risponde","2014","2014",5,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","NRP","non risponde","2015","2015",4,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","NRP","non risponde","2016","2016",1,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","NRP","non risponde","2017","2017",3,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","NRP","non risponde","2018","2018",1,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","NRP","non risponde","2019","2019",1,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","NRP","non risponde","2020","2020",5,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","NRP","non risponde","2021","2021",2,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","NRP","non risponde","2022","2022",2,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","UNAV","non disponibile","2013","2013",348,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","UNAV","non disponibile","2014","2014",283,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","UNAV","non disponibile","2015","2015",286,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","UNAV","non disponibile","2016","2016",237,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","UNAV","non disponibile","2017","2017",219,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","UNAV","non disponibile","2018","2018",281,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","UNAV","non disponibile","2019","2019",251,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","UNAV","non disponibile","2020","2020",283,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","UNAV","non disponibile","2021","2021",308,,
"ITE3","Marche","USERS","utenti del 1522","T","totale","WORLD","Mondo","UNAV","non disponibile","2022","2022",317,,
"ITE3","Marche","USERS","utenti del 1522","NRP","non indicato","WORLD","Mondo","PHY","violenza fisica ","2013","2013",4,,
"ITE3","Marche","USERS","utenti del 1522","NRP","non indicato","WORLD","Mondo","ECON_VIOL","violenza economica","2013","2013",1,,
"ITE3","Marche","USERS","utenti del 1522","NRP","non indicato","WORLD","Mondo","ALL","tutte le voci","2013","2013",10,,
"ITE3","Marche","USERS","utenti del 1522","NRP","non indicato","WORLD","Mondo","ALL","tutte le voci","2014","2014",1,,
"ITE3","Marche","USERS","utenti del 1522","NRP","non indicato","WORLD","Mondo","UNAV","non disponibile","2013","2013",5,,
"ITE3","Marche","USERS","utenti del 1522","NRP","non indicato","WORLD","Mondo","UNAV","non disponibile","2014","2014",1,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHY","violenza fisica ","2013","2013",62,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHY","violenza fisica ","2014","2014",54,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHY","violenza fisica ","2015","2015",34,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHY","violenza fisica ","2016","2016",30,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHY","violenza fisica ","2017","2017",23,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHY","violenza fisica ","2018","2018",22,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHY","violenza fisica ","2019","2019",37,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHY","violenza fisica ","2020","2020",58,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHY","violenza fisica ","2021","2021",62,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHY","violenza fisica ","2022","2022",42,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","SEXVIOL","violenza sessuale","2013","2013",3,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","SEXVIOL","violenza sessuale","2014","2014",11,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","SEXVIOL","violenza sessuale","2015","2015",3,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","SEXVIOL","violenza sessuale","2016","2016",8,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","SEXVIOL","violenza sessuale","2017","2017",6,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","SEXVIOL","violenza sessuale","2018","2018",3,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","SEXVIOL","violenza sessuale","2019","2019",11,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","SEXVIOL","violenza sessuale","2020","2020",15,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","SEXVIOL","violenza sessuale","2021","2021",19,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","SEXVIOL","violenza sessuale","2022","2022",12,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHYVIOL","violenza psicologica","2013","2013",50,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHYVIOL","violenza psicologica","2014","2014",32,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHYVIOL","violenza psicologica","2015","2015",31,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHYVIOL","violenza psicologica","2016","2016",20,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHYVIOL","violenza psicologica","2017","2017",18,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHYVIOL","violenza psicologica","2018","2018",23,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHYVIOL","violenza psicologica","2019","2019",22,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHYVIOL","violenza psicologica","2020","2020",35,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHYVIOL","violenza psicologica","2021","2021",23,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","PHYVIOL","violenza psicologica","2022","2022",22,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ECON_VIOL","violenza economica","2013","2013",2,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ECON_VIOL","violenza economica","2015","2015",1,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ECON_VIOL","violenza economica","2020","2020",3,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ECON_VIOL","violenza economica","2022","2022",1,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ALL","tutte le voci","2013","2013",361,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ALL","tutte le voci","2014","2014",380,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ALL","tutte le voci","2015","2015",246,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ALL","tutte le voci","2016","2016",180,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ALL","tutte le voci","2017","2017",225,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ALL","tutte le voci","2018","2018",273,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ALL","tutte le voci","2019","2019",303,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ALL","tutte le voci","2020","2020",369,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ALL","tutte le voci","2021","2021",334,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","ALL","tutte le voci","2022","2022",357,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","THREATS","minacce","2013","2013",9,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","THREATS","minacce","2014","2014",11,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","THREATS","minacce","2015","2015",7,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","THREATS","minacce","2016","2016",6,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","THREATS","minacce","2017","2017",4,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","THREATS","minacce","2018","2018",4,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","THREATS","minacce","2019","2019",5,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","THREATS","minacce","2020","2020",2,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","THREATS","minacce","2021","2021",6,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","THREATS","minacce","2022","2022",4,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","HARASS_WORK","mobbing","2013","2013",3,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","HARASS_WORK","mobbing","2018","2018",1,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","HARASS_WORK","mobbing","2019","2019",1,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","HARASS_WORK","mobbing","2020","2020",1,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","NRP","non risponde","2013","2013",13,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","NRP","non risponde","2014","2014",6,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","NRP","non risponde","2015","2015",2,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","NRP","non risponde","2016","2016",3,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","NRP","non risponde","2017","2017",3,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","NRP","non risponde","2019","2019",2,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","NRP","non risponde","2020","2020",3,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","NRP","non risponde","2021","2021",1,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","UNAV","non disponibile","2013","2013",219,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","UNAV","non disponibile","2014","2014",266,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","UNAV","non disponibile","2015","2015",168,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","UNAV","non disponibile","2016","2016",113,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","UNAV","non disponibile","2017","2017",171,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","UNAV","non disponibile","2018","2018",220,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","UNAV","non disponibile","2019","2019",225,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","UNAV","non disponibile","2020","2020",252,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","UNAV","non disponibile","2021","2021",223,,
"ITE4","Lazio","USERS","utenti del 1522","M","maschi","WORLD","Mondo","UNAV","non disponibile","2022","2022",276,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHY","violenza fisica ","2013","2013",817,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHY","violenza fisica ","2014","2014",671,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHY","violenza fisica ","2015","2015",445,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHY","violenza fisica ","2016","2016",468,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHY","violenza fisica ","2017","2017",358,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHY","violenza fisica ","2018","2018",524,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHY","violenza fisica ","2019","2019",467,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHY","violenza fisica ","2020","2020",867,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHY","violenza fisica ","2021","2021",921,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHY","violenza fisica ","2022","2022",700,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","SEXVIOL","violenza sessuale","2013","2013",58,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","SEXVIOL","violenza sessuale","2014","2014",54,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","SEXVIOL","violenza sessuale","2015","2015",31,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","SEXVIOL","violenza sessuale","2016","2016",46,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","SEXVIOL","violenza sessuale","2017","2017",40,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","SEXVIOL","violenza sessuale","2018","2018",61,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","SEXVIOL","violenza sessuale","2019","2019",57,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","SEXVIOL","violenza sessuale","2020","2020",119,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","SEXVIOL","violenza sessuale","2021","2021",185,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","SEXVIOL","violenza sessuale","2022","2022",94,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHYVIOL","violenza psicologica","2013","2013",628,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHYVIOL","violenza psicologica","2014","2014",459,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHYVIOL","violenza psicologica","2015","2015",373,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHYVIOL","violenza psicologica","2016","2016",403,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHYVIOL","violenza psicologica","2017","2017",327,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHYVIOL","violenza psicologica","2018","2018",468,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHYVIOL","violenza psicologica","2019","2019",475,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHYVIOL","violenza psicologica","2020","2020",608,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHYVIOL","violenza psicologica","2021","2021",663,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","PHYVIOL","violenza psicologica","2022","2022",526,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ECON_VIOL","violenza economica","2013","2013",37,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ECON_VIOL","violenza economica","2014","2014",30,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ECON_VIOL","violenza economica","2015","2015",17,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ECON_VIOL","violenza economica","2016","2016",24,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ECON_VIOL","violenza economica","2017","2017",17,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ECON_VIOL","violenza economica","2018","2018",15,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ECON_VIOL","violenza economica","2019","2019",16,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ECON_VIOL","violenza economica","2020","2020",21,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ECON_VIOL","violenza economica","2021","2021",23,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ECON_VIOL","violenza economica","2022","2022",23,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ALL","tutte le voci","2013","2013",3398,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ALL","tutte le voci","2014","2014",3050,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ALL","tutte le voci","2015","2015",2185,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ALL","tutte le voci","2016","2016",2075,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ALL","tutte le voci","2017","2017",1767,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","WORLD","Mondo","ALL","tutte le voci","2018","2018",2598,,
