"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","ISO","Nazionalità","TRASMISSIONE","Modalità di conoscenza del 1522","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2019","2019",92,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2020","2020",114,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2021","2021",191,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2022","2022",327,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","SOCIALMEDIA","social media","2021","2021",36,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","SOCIALMEDIA","social media","2022","2022",61,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NEWSWEB","notizie dal web - ricerca sui motori di ricerca","2021","2021",36,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NEWSWEB","notizie dal web - ricerca sui motori di ricerca","2022","2022",140,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","CHAT","chat di amici e conoscenti","2021","2021",12,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","CHAT","chat di amici e conoscenti","2022","2022",25,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2013","2013",11,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2014","2014",5,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2015","2015",5,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2016","2016",11,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2017","2017",9,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2018","2018",7,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2019","2019",13,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2020","2020",15,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2021","2021",90,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2022","2022",67,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2013","2013",1947,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2014","2014",2331,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2015","2015",2252,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2016","2016",2142,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2017","2017",2117,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2018","2018",2378,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2019","2019",1893,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2020","2020",3480,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2021","2021",3546,,
"ITC","Nord-ovest","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2022","2022",2159,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2013","2013",1933,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2014","2014",1847,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2015","2015",1514,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2016","2016",1463,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2017","2017",1283,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2018","2018",1554,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2019","2019",1496,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2020","2020",1870,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2021","2021",1780,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2022","2022",1668,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","BROCHURE","manifesti e locandine","2013","2013",30,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","BROCHURE","manifesti e locandine","2014","2014",47,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","BROCHURE","manifesti e locandine","2015","2015",10,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","BROCHURE","manifesti e locandine","2016","2016",16,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","BROCHURE","manifesti e locandine","2017","2017",21,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","BROCHURE","manifesti e locandine","2018","2018",8,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","BROCHURE","manifesti e locandine","2019","2019",13,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","BROCHURE","manifesti e locandine","2020","2020",5,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","BROCHURE","manifesti e locandine","2021","2021",15,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","BROCHURE","manifesti e locandine","2022","2022",21,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RADIO","radio","2013","2013",5,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RADIO","radio","2014","2014",6,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RADIO","radio","2016","2016",1,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RADIO","radio","2017","2017",2,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RADIO","radio","2018","2018",1,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RADIO","radio","2019","2019",1,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RADIO","radio","2020","2020",4,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RADIO","radio","2021","2021",1,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RADIO","radio","2022","2022",2,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2013","2013",817,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2014","2014",570,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2015","2015",434,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2016","2016",329,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2017","2017",213,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2018","2018",281,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2019","2019",216,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2020","2020",283,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2021","2021",150,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2022","2022",156,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PRESS","stampa","2013","2013",45,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PRESS","stampa","2014","2014",29,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PRESS","stampa","2015","2015",21,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PRESS","stampa","2016","2016",13,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PRESS","stampa","2017","2017",7,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PRESS","stampa","2018","2018",5,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PRESS","stampa","2019","2019",13,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PRESS","stampa","2020","2020",26,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PRESS","stampa","2021","2021",23,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PRESS","stampa","2022","2022",21,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2013","2013",193,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2014","2014",155,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2015","2015",161,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2016","2016",219,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2017","2017",221,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2018","2018",288,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2019","2019",455,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2020","2020",319,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2021","2021",256,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2022","2022",446,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2013","2013",103,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2014","2014",91,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2015","2015",72,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2016","2016",72,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2017","2017",73,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2018","2018",96,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2019","2019",89,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2020","2020",67,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2021","2021",126,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2022","2022",126,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2013","2013",114,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2014","2014",124,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2015","2015",68,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2016","2016",94,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2017","2017",73,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2018","2018",97,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2019","2019",84,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2020","2020",63,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2021","2021",72,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2022","2022",78,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2013","2013",103,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2014","2014",50,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2015","2015",25,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2016","2016",22,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2017","2017",20,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2018","2018",12,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2019","2019",9,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2020","2020",1,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2021","2021",2,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","OTHER","altro","2013","2013",7,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","OTHER","altro","2014","2014",9,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","OTHER","altro","2016","2016",6,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","OTHER","altro","2017","2017",5,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","OTHER","altro","2018","2018",9,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","OTHER","altro","2019","2019",14,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","OTHER","altro","2020","2020",15,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","OTHER","altro","2021","2021",33,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","OTHER","altro","2022","2022",44,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2013","2013",6,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2014","2014",4,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2015","2015",27,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2016","2016",20,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2017","2017",24,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2018","2018",29,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2019","2019",16,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2020","2020",38,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2021","2021",58,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2022","2022",105,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","SOCIALMEDIA","social media","2021","2021",6,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","SOCIALMEDIA","social media","2022","2022",12,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NEWSWEB","notizie dal web - ricerca sui motori di ricerca","2021","2021",11,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NEWSWEB","notizie dal web - ricerca sui motori di ricerca","2022","2022",41,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","CHAT","chat di amici e conoscenti","2021","2021",1,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","CHAT","chat di amici e conoscenti","2022","2022",11,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2013","2013",1,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2014","2014",3,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2015","2015",1,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2016","2016",3,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2017","2017",1,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2018","2018",2,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2019","2019",3,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2020","2020",8,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2021","2021",30,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2022","2022",18,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2013","2013",509,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2014","2014",759,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2015","2015",695,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2016","2016",668,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2017","2017",623,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2018","2018",726,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2019","2019",583,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2020","2020",1041,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2021","2021",996,,
"ITC1","Piemonte","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2022","2022",587,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2013","2013",47,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2014","2014",32,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2015","2015",19,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2016","2016",18,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2017","2017",17,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2018","2018",22,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2019","2019",15,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2020","2020",29,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2021","2021",17,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TOTAL","totale","2022","2022",26,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","BROCHURE","manifesti e locandine","2013","2013",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","BROCHURE","manifesti e locandine","2022","2022",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2013","2013",22,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2014","2014",5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2015","2015",7,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2016","2016",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2017","2017",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2018","2018",5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2019","2019",4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2020","2020",6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2021","2021",5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","TV","TV","2022","2022",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PRESS","stampa","2020","2020",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PRESS","stampa","2022","2022",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2013","2013",4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2014","2014",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2015","2015",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2016","2016",7,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2017","2017",5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2018","2018",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2019","2019",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2020","2020",4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","INTERNET","internet","2022","2022",10,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2014","2014",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2016","2016",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2017","2017",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2018","2018",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2019","2019",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2020","2020",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","RELATIVE","parente / amico / conoscente","2022","2022",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2013","2013",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2014","2014",4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2015","2015",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2018","2018",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2019","2019",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2021","2021",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PUB_SERV","servizio pubblico","2022","2022",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2013","2013",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2014","2014",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2018","2018",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","PHONE_BOOK","elenco telefonico","2019","2019",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2016","2016",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2020","2020",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2021","2021",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","NRP","non risponde","2022","2022",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","NOKNOW","non sa/non ricorda","2021","2021",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2013","2013",18,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2014","2014",15,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2015","2015",8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2016","2016",7,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2017","2017",9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2018","2018",9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2019","2019",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2020","2020",16,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","WORLD","Mondo","UNAV","non disponibile","2021","2021",9,,
