"ITTER107","Territorio","TIPO_DATO_VIOLENZA","Tipo dato","SEXISTAT1","Sesso","TITOLO_STUDIO","Titolo di studio","STEREOTIPI","Stereotipi sui ruoli di genere, comportamenti nella coppia","OPINIONI_A","Grado di accordo","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",13,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",11.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","CLF_ML","laurea o diploma universitario","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",12.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",33.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",24.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",31.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","CLF_ML","laurea o diploma universitario","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",37.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMDISAG","poco d'accordo","2018","2018",20.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMDISAG","poco d'accordo","2018","2018",18.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMDISAG","poco d'accordo","2018","2018",19.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","CLF_ML","laurea o diploma universitario","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMDISAG","poco d'accordo","2018","2018",17.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMDISAG","poco d'accordo","2018","2018",27.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMDISAG","poco d'accordo","2018","2018",20.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMDISAG","poco d'accordo","2018","2018",23.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","CLF_ML","laurea o diploma universitario","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMDISAG","poco d'accordo","2018","2018",27.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","SEWNRAP","le donne serie non vengono violentate","SOMDISAG","poco d'accordo","2018","2018",7.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","SEWNRAP","le donne serie non vengono violentate","SOMDISAG","poco d'accordo","2018","2018",7.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","SEWNRAP","le donne serie non vengono violentate","SOMDISAG","poco d'accordo","2018","2018",6.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","CLF_ML","laurea o diploma universitario","SEWNRAP","le donne serie non vengono violentate","SOMDISAG","poco d'accordo","2018","2018",6.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMDISAG","poco d'accordo","2018","2018",3.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMDISAG","poco d'accordo","2018","2018",5.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMDISAG","poco d'accordo","2018","2018",4.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","CLF_ML","laurea o diploma universitario","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMDISAG","poco d'accordo","2018","2018",3.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMDISAG","poco d'accordo","2018","2018",12.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMDISAG","poco d'accordo","2018","2018",12.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMDISAG","poco d'accordo","2018","2018",11.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","CLF_ML","laurea o diploma universitario","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMDISAG","poco d'accordo","2018","2018",10.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",12.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",12.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",12.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","CLF_ML","laurea o diploma universitario","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",12,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",31.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",25.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",27.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","F","femmine","CLF_ML","laurea o diploma universitario","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",28.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMDISAG","poco d'accordo","2018","2018",21.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMDISAG","poco d'accordo","2018","2018",18.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMDISAG","poco d'accordo","2018","2018",20.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","CLF_ML","laurea o diploma universitario","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","SOMDISAG","poco d'accordo","2018","2018",21.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMDISAG","poco d'accordo","2018","2018",25.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMDISAG","poco d'accordo","2018","2018",20.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMDISAG","poco d'accordo","2018","2018",24,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","CLF_ML","laurea o diploma universitario","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","SOMDISAG","poco d'accordo","2018","2018",27.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","SEWNRAP","le donne serie non vengono violentate","SOMDISAG","poco d'accordo","2018","2018",9.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","SEWNRAP","le donne serie non vengono violentate","SOMDISAG","poco d'accordo","2018","2018",7.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","SEWNRAP","le donne serie non vengono violentate","SOMDISAG","poco d'accordo","2018","2018",7.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","CLF_ML","laurea o diploma universitario","SEWNRAP","le donne serie non vengono violentate","SOMDISAG","poco d'accordo","2018","2018",7.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMDISAG","poco d'accordo","2018","2018",4.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMDISAG","poco d'accordo","2018","2018",4.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMDISAG","poco d'accordo","2018","2018",4.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","CLF_ML","laurea o diploma universitario","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","SOMDISAG","poco d'accordo","2018","2018",4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMDISAG","poco d'accordo","2018","2018",14.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMDISAG","poco d'accordo","2018","2018",13.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMDISAG","poco d'accordo","2018","2018",12.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","CLF_ML","laurea o diploma universitario","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","SOMDISAG","poco d'accordo","2018","2018",13.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",13,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",13,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",11.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","CLF_ML","laurea o diploma universitario","WSVADRE","se una donna subisce una violenza sessuale quando è ubriaca o è sotto l’effetto di droghe è almeno in parte responsabile","SOMDISAG","poco d'accordo","2018","2018",12.3,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",32.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","NP","licenza di scuola elementare, nessun titolo di studio","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",25.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","LSE","licenza di scuola media inferiore o di avviamento professionale","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",29.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","T","totale","CLF_ML","laurea o diploma universitario","OACVIF","spesso le accuse di violenza sessuale sono false","SOMDISAG","poco d'accordo","2018","2018",32.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","STRODIS","per niente d'accordo","2018","2018",51.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","STRODIS","per niente d'accordo","2018","2018",27.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","STRODIS","per niente d'accordo","2018","2018",42.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","CLF_ML","laurea o diploma universitario","WPROVSEX","le donne possono provocare la violenza sessuale con il loro modo di vestire","STRODIS","per niente d'accordo","2018","2018",61.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","STRODIS","per niente d'accordo","2018","2018",27.1,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","STRODIS","per niente d'accordo","2018","2018",20.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","STRODIS","per niente d'accordo","2018","2018",23.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","CLF_ML","laurea o diploma universitario","WABLAVO","le donne che non vogliono un rapporto sessuale riescono ad evitarlo","STRODIS","per niente d'accordo","2018","2018",30.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","SEWNRAP","le donne serie non vengono violentate","STRODIS","per niente d'accordo","2018","2018",78.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","SEWNRAP","le donne serie non vengono violentate","STRODIS","per niente d'accordo","2018","2018",57.2,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","SEWNRAP","le donne serie non vengono violentate","STRODIS","per niente d'accordo","2018","2018",74.6,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","CLF_ML","laurea o diploma universitario","SEWNRAP","le donne serie non vengono violentate","STRODIS","per niente d'accordo","2018","2018",83.9,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","STRODIS","per niente d'accordo","2018","2018",88,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","STRODIS","per niente d'accordo","2018","2018",74.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","STRODIS","per niente d'accordo","2018","2018",86.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","CLF_ML","laurea o diploma universitario","HUSFNVIO","se un marito/compagno obbliga la moglie/compagna ad avere un rapporto sessuale contro la sua volontà, non è una violenza","STRODIS","per niente d'accordo","2018","2018",92.4,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","STRODIS","per niente d'accordo","2018","2018",64.5,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","STRODIS","per niente d'accordo","2018","2018",40.8,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","STRODIS","per niente d'accordo","2018","2018",59.7,,
"IT","Italia","P18_74_AGVIOL","persone di 18-74 anni per grado di accordo con alcuni stereotipi sulla violenza sessuale (composizione %)","M","maschi","CLF_ML","laurea o diploma universitario","WOFSREM","di fronte a una proposta sessuale le donne spesso dicono no ma in realtà intendono sì","STRODIS","per niente d'accordo","2018","2018",71.5,,
