"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC4","Lombardia","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2022","2022",165,,
"ITD","Nord-est","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2013","2013",5,,
"ITD","Nord-est","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2014","2014",7,,
"ITD","Nord-est","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2015","2015",4,,
"ITD","Nord-est","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2016","2016",2,,
"ITD","Nord-est","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2017","2017",4,,
"ITD","Nord-est","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2018","2018",7,,
"ITD","Nord-est","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2019","2019",6,,
"ITD","Nord-est","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2020","2020",14,,
"ITD","Nord-est","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2021","2021",3,,
"ITD","Nord-est","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2022","2022",4,,
"ITD","Nord-est","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2013","2013",262,,
"ITD","Nord-est","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2014","2014",148,,
"ITD","Nord-est","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2015","2015",110,,
"ITD","Nord-est","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2016","2016",120,,
"ITD","Nord-est","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2017","2017",99,,
"ITD","Nord-est","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2018","2018",169,,
"ITD","Nord-est","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2019","2019",120,,
"ITD","Nord-est","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2020","2020",182,,
"ITD","Nord-est","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2021","2021",221,,
"ITD","Nord-est","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2022","2022",170,,
"ITD","Nord-est","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2013","2013",267,,
"ITD","Nord-est","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2014","2014",155,,
"ITD","Nord-est","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2015","2015",114,,
"ITD","Nord-est","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2016","2016",122,,
"ITD","Nord-est","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2017","2017",103,,
"ITD","Nord-est","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2018","2018",176,,
"ITD","Nord-est","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2019","2019",126,,
"ITD","Nord-est","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2020","2020",196,,
"ITD","Nord-est","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2021","2021",224,,
"ITD","Nord-est","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2022","2022",174,,
"ITD3","Veneto","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2013","2013",2,,
"ITD3","Veneto","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2014","2014",5,,
"ITD3","Veneto","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2015","2015",2,,
"ITD3","Veneto","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2016","2016",1,,
"ITD3","Veneto","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2017","2017",1,,
"ITD3","Veneto","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2018","2018",5,,
"ITD3","Veneto","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2019","2019",2,,
"ITD3","Veneto","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2020","2020",10,,
"ITD3","Veneto","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2021","2021",3,,
"ITD3","Veneto","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2022","2022",1,,
"ITD3","Veneto","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2013","2013",129,,
"ITD3","Veneto","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2014","2014",83,,
"ITD3","Veneto","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2015","2015",62,,
"ITD3","Veneto","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2016","2016",58,,
"ITD3","Veneto","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2017","2017",48,,
"ITD3","Veneto","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2018","2018",85,,
"ITD3","Veneto","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2019","2019",55,,
"ITD3","Veneto","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2020","2020",85,,
"ITD3","Veneto","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2021","2021",111,,
"ITD3","Veneto","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2022","2022",76,,
"ITD3","Veneto","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2013","2013",131,,
"ITD3","Veneto","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2014","2014",88,,
"ITD3","Veneto","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2015","2015",64,,
"ITD3","Veneto","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2016","2016",59,,
"ITD3","Veneto","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2017","2017",49,,
"ITD3","Veneto","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2018","2018",90,,
"ITD3","Veneto","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2019","2019",57,,
"ITD3","Veneto","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2020","2020",95,,
"ITD3","Veneto","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2021","2021",114,,
"ITD3","Veneto","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2022","2022",77,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2013","2013",1,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2015","2015",2,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2018","2018",1,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2020","2020",1,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2013","2013",26,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2014","2014",12,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2015","2015",15,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2016","2016",12,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2017","2017",12,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2018","2018",18,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2019","2019",17,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2020","2020",19,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2021","2021",23,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2022","2022",13,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2013","2013",27,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2014","2014",12,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2015","2015",17,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2016","2016",12,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2017","2017",12,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2018","2018",19,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2019","2019",17,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2020","2020",20,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2021","2021",23,,
"ITD4","Friuli-Venezia Giulia","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2022","2022",13,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2013","2013",2,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2014","2014",2,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2016","2016",1,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2017","2017",3,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2018","2018",1,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2019","2019",4,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2020","2020",3,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2022","2022",3,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2013","2013",107,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2014","2014",53,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2015","2015",33,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2016","2016",50,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2017","2017",39,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2018","2018",66,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2019","2019",48,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2020","2020",78,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2021","2021",87,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2022","2022",81,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2013","2013",109,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2014","2014",55,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2015","2015",33,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2016","2016",51,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2017","2017",42,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2018","2018",67,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2019","2019",52,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2020","2020",81,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2021","2021",87,,
"ITD5","Emilia-Romagna","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2022","2022",84,,
"ITE","Centro","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2013","2013",23,,
"ITE","Centro","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2014","2014",8,,
"ITE","Centro","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2015","2015",8,,
"ITE","Centro","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2016","2016",7,,
"ITE","Centro","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2017","2017",3,,
"ITE","Centro","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2018","2018",5,,
"ITE","Centro","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2019","2019",6,,
"ITE","Centro","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2020","2020",8,,
"ITE","Centro","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2021","2021",8,,
"ITE","Centro","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2022","2022",7,,
"ITE","Centro","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2013","2013",406,,
"ITE","Centro","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2014","2014",246,,
"ITE","Centro","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2015","2015",208,,
"ITE","Centro","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2016","2016",198,,
"ITE","Centro","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2017","2017",179,,
"ITE","Centro","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2018","2018",214,,
"ITE","Centro","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2019","2019",225,,
"ITE","Centro","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2020","2020",267,,
"ITE","Centro","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2021","2021",294,,
"ITE","Centro","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2022","2022",260,,
"ITE","Centro","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2013","2013",429,,
"ITE","Centro","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2014","2014",254,,
"ITE","Centro","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2015","2015",216,,
"ITE","Centro","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2016","2016",205,,
"ITE","Centro","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2017","2017",182,,
"ITE","Centro","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2018","2018",219,,
"ITE","Centro","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2019","2019",231,,
"ITE","Centro","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2020","2020",275,,
"ITE","Centro","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2021","2021",302,,
"ITE","Centro","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2022","2022",267,,
"ITE1","Toscana","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2013","2013",3,,
"ITE1","Toscana","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2014","2014",1,,
"ITE1","Toscana","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2016","2016",2,,
"ITE1","Toscana","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2017","2017",1,,
"ITE1","Toscana","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2018","2018",1,,
"ITE1","Toscana","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2019","2019",1,,
"ITE1","Toscana","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2020","2020",1,,
"ITE1","Toscana","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2021","2021",4,,
"ITE1","Toscana","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2022","2022",2,,
"ITE1","Toscana","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2013","2013",102,,
"ITE1","Toscana","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2014","2014",69,,
"ITE1","Toscana","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2015","2015",48,,
"ITE1","Toscana","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2016","2016",38,,
"ITE1","Toscana","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2017","2017",49,,
"ITE1","Toscana","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2018","2018",60,,
"ITE1","Toscana","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2019","2019",42,,
"ITE1","Toscana","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2020","2020",80,,
"ITE1","Toscana","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2021","2021",58,,
"ITE1","Toscana","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2022","2022",59,,
"ITE1","Toscana","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2013","2013",105,,
"ITE1","Toscana","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2014","2014",70,,
"ITE1","Toscana","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2015","2015",48,,
"ITE1","Toscana","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2016","2016",40,,
"ITE1","Toscana","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2017","2017",50,,
"ITE1","Toscana","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2018","2018",61,,
"ITE1","Toscana","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2019","2019",43,,
"ITE1","Toscana","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2020","2020",81,,
"ITE1","Toscana","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2021","2021",62,,
"ITE1","Toscana","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2022","2022",61,,
"ITE2","Umbria","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2013","2013",1,,
"ITE2","Umbria","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2015","2015",1,,
"ITE2","Umbria","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2016","2016",1,,
"ITE2","Umbria","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2018","2018",1,,
"ITE2","Umbria","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2022","2022",2,,
"ITE2","Umbria","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2013","2013",40,,
"ITE2","Umbria","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2014","2014",7,,
"ITE2","Umbria","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2015","2015",19,,
"ITE2","Umbria","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2016","2016",8,,
"ITE2","Umbria","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2017","2017",14,,
"ITE2","Umbria","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2018","2018",16,,
"ITE2","Umbria","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2019","2019",20,,
"ITE2","Umbria","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2020","2020",11,,
"ITE2","Umbria","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2021","2021",16,,
"ITE2","Umbria","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2022","2022",15,,
"ITE2","Umbria","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2013","2013",41,,
"ITE2","Umbria","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2014","2014",7,,
"ITE2","Umbria","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2015","2015",20,,
"ITE2","Umbria","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2016","2016",9,,
"ITE2","Umbria","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2017","2017",14,,
"ITE2","Umbria","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2018","2018",17,,
"ITE2","Umbria","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2019","2019",20,,
"ITE2","Umbria","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2020","2020",11,,
"ITE2","Umbria","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2021","2021",16,,
"ITE2","Umbria","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2022","2022",17,,
"ITE3","Marche","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2013","2013",4,,
"ITE3","Marche","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2016","2016",2,,
"ITE3","Marche","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2017","2017",1,,
"ITE3","Marche","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2020","2020",1,,
"ITE3","Marche","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2021","2021",1,,
"ITE3","Marche","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2013","2013",46,,
"ITE3","Marche","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2014","2014",18,,
"ITE3","Marche","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2015","2015",29,,
"ITE3","Marche","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2016","2016",29,,
"ITE3","Marche","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2017","2017",17,,
"ITE3","Marche","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2018","2018",16,,
"ITE3","Marche","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2019","2019",19,,
"ITE3","Marche","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2020","2020",30,,
"ITE3","Marche","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2021","2021",32,,
"ITE3","Marche","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2022","2022",27,,
"ITE3","Marche","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2013","2013",50,,
"ITE3","Marche","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2014","2014",18,,
"ITE3","Marche","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2015","2015",29,,
"ITE3","Marche","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2016","2016",31,,
"ITE3","Marche","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2017","2017",18,,
"ITE3","Marche","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2018","2018",16,,
"ITE3","Marche","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2019","2019",19,,
"ITE3","Marche","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2020","2020",31,,
"ITE3","Marche","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2021","2021",33,,
"ITE3","Marche","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2022","2022",27,,
"ITE4","Lazio","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2013","2013",15,,
"ITE4","Lazio","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2014","2014",7,,
"ITE4","Lazio","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2015","2015",7,,
"ITE4","Lazio","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2016","2016",2,,
"ITE4","Lazio","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2017","2017",1,,
"ITE4","Lazio","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2018","2018",3,,
"ITE4","Lazio","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2019","2019",5,,
"ITE4","Lazio","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2020","2020",6,,
"ITE4","Lazio","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2021","2021",3,,
"ITE4","Lazio","VICTIMS","vittime di violenza","M","maschi","Y55-64","55-64 anni","2022","2022",3,,
"ITE4","Lazio","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2013","2013",218,,
"ITE4","Lazio","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2014","2014",152,,
"ITE4","Lazio","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2015","2015",112,,
"ITE4","Lazio","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2016","2016",123,,
"ITE4","Lazio","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2017","2017",99,,
"ITE4","Lazio","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2018","2018",122,,
"ITE4","Lazio","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2019","2019",144,,
"ITE4","Lazio","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2020","2020",146,,
"ITE4","Lazio","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2021","2021",188,,
"ITE4","Lazio","VICTIMS","vittime di violenza","F","femmine","Y55-64","55-64 anni","2022","2022",159,,
"ITE4","Lazio","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2013","2013",233,,
"ITE4","Lazio","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2014","2014",159,,
"ITE4","Lazio","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2015","2015",119,,
"ITE4","Lazio","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2016","2016",125,,
"ITE4","Lazio","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2017","2017",100,,
"ITE4","Lazio","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2018","2018",125,,
"ITE4","Lazio","VICTIMS","vittime di violenza","T","totale","Y55-64","55-64 anni","2019","2019",149,,
