"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","TITOLO_STUDIO","Titolo di studio","DENUNCIA","Denuncia e motivo del ritiro","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2014","2014",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2015","2015",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2018","2018",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","CLF_ML","laurea o diploma universitario","NOREP_SAFE","nessun posto sicuro dove andare","2013","2013",4,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","NRP","non indicato","NOREP_SAFE","nessun posto sicuro dove andare","2021","2021",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","NRP","non indicato","NOREP_SAFE","nessun posto sicuro dove andare","2022","2022",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2013","2013",3,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2014","2014",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2016","2016",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2018","2018",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2019","2019",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2020","2020",6,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2021","2021",7,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2022","2022",5,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_SAFE","nessun posto sicuro dove andare","2013","2013",121,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_SAFE","nessun posto sicuro dove andare","2014","2014",127,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_SAFE","nessun posto sicuro dove andare","2015","2015",100,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_SAFE","nessun posto sicuro dove andare","2016","2016",76,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_SAFE","nessun posto sicuro dove andare","2017","2017",56,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_SAFE","nessun posto sicuro dove andare","2018","2018",58,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_SAFE","nessun posto sicuro dove andare","2019","2019",45,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_SAFE","nessun posto sicuro dove andare","2020","2020",69,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_SAFE","nessun posto sicuro dove andare","2021","2021",77,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_SAFE","nessun posto sicuro dove andare","2022","2022",147,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_SAFE","nessun posto sicuro dove andare","2013","2013",24,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_SAFE","nessun posto sicuro dove andare","2014","2014",9,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_SAFE","nessun posto sicuro dove andare","2015","2015",14,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_SAFE","nessun posto sicuro dove andare","2016","2016",9,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_SAFE","nessun posto sicuro dove andare","2017","2017",7,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_SAFE","nessun posto sicuro dove andare","2018","2018",5,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_SAFE","nessun posto sicuro dove andare","2019","2019",6,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_SAFE","nessun posto sicuro dove andare","2020","2020",8,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_SAFE","nessun posto sicuro dove andare","2021","2021",4,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_SAFE","nessun posto sicuro dove andare","2022","2022",9,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2013","2013",112,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2014","2014",98,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2015","2015",99,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2016","2016",67,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2017","2017",57,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2018","2018",71,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2019","2019",44,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2020","2020",32,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2021","2021",23,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_SAFE","nessun posto sicuro dove andare","2022","2022",44,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","CLF_ML","laurea o diploma universitario","NOREP_SAFE","nessun posto sicuro dove andare","2013","2013",34,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","CLF_ML","laurea o diploma universitario","NOREP_SAFE","nessun posto sicuro dove andare","2014","2014",42,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","CLF_ML","laurea o diploma universitario","NOREP_SAFE","nessun posto sicuro dove andare","2015","2015",28,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","CLF_ML","laurea o diploma universitario","NOREP_SAFE","nessun posto sicuro dove andare","2016","2016",23,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","CLF_ML","laurea o diploma universitario","NOREP_SAFE","nessun posto sicuro dove andare","2017","2017",19,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","CLF_ML","laurea o diploma universitario","NOREP_SAFE","nessun posto sicuro dove andare","2018","2018",26,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","CLF_ML","laurea o diploma universitario","NOREP_SAFE","nessun posto sicuro dove andare","2019","2019",14,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","CLF_ML","laurea o diploma universitario","NOREP_SAFE","nessun posto sicuro dove andare","2020","2020",39,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","CLF_ML","laurea o diploma universitario","NOREP_SAFE","nessun posto sicuro dove andare","2021","2021",30,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","CLF_ML","laurea o diploma universitario","NOREP_SAFE","nessun posto sicuro dove andare","2022","2022",43,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NRP","non indicato","NOREP_SAFE","nessun posto sicuro dove andare","2014","2014",19,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NRP","non indicato","NOREP_SAFE","nessun posto sicuro dove andare","2015","2015",19,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NRP","non indicato","NOREP_SAFE","nessun posto sicuro dove andare","2016","2016",22,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NRP","non indicato","NOREP_SAFE","nessun posto sicuro dove andare","2017","2017",14,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NRP","non indicato","NOREP_SAFE","nessun posto sicuro dove andare","2018","2018",10,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NRP","non indicato","NOREP_SAFE","nessun posto sicuro dove andare","2019","2019",2,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NRP","non indicato","NOREP_SAFE","nessun posto sicuro dove andare","2020","2020",5,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NRP","non indicato","NOREP_SAFE","nessun posto sicuro dove andare","2021","2021",48,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NRP","non indicato","NOREP_SAFE","nessun posto sicuro dove andare","2022","2022",123,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2013","2013",14,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2014","2014",45,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2015","2015",70,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2016","2016",98,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2017","2017",94,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2018","2018",78,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2019","2019",41,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2020","2020",386,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2021","2021",306,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2022","2022",211,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2013","2013",17,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2014","2014",46,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2015","2015",70,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2016","2016",99,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2017","2017",94,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2018","2018",79,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2019","2019",42,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2020","2020",392,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2021","2021",313,,
"IT","Italia","VICTIMS","vittime di violenza","T","totale","UNAV","non disponibile","NOREP_SAFE","nessun posto sicuro dove andare","2022","2022",216,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2013","2013",72,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2014","2014",39,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2015","2015",26,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2016","2016",23,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2017","2017",3,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2018","2018",18,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2019","2019",3,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2020","2020",6,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2021","2021",4,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2022","2022",3,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2013","2013",12,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2014","2014",5,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2015","2015",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2018","2018",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2020","2020",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2022","2022",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2013","2013",48,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2014","2014",28,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2015","2015",14,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2016","2016",6,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2017","2017",5,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2018","2018",3,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2019","2019",4,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2020","2020",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2021","2021",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2022","2022",5,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","CLF_ML","laurea o diploma universitario","NOREP_JEOP","timore di compromettere la famiglia","2013","2013",28,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","CLF_ML","laurea o diploma universitario","NOREP_JEOP","timore di compromettere la famiglia","2014","2014",13,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","CLF_ML","laurea o diploma universitario","NOREP_JEOP","timore di compromettere la famiglia","2015","2015",7,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","CLF_ML","laurea o diploma universitario","NOREP_JEOP","timore di compromettere la famiglia","2016","2016",7,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","CLF_ML","laurea o diploma universitario","NOREP_JEOP","timore di compromettere la famiglia","2017","2017",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","CLF_ML","laurea o diploma universitario","NOREP_JEOP","timore di compromettere la famiglia","2018","2018",7,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","CLF_ML","laurea o diploma universitario","NOREP_JEOP","timore di compromettere la famiglia","2019","2019",7,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","CLF_ML","laurea o diploma universitario","NOREP_JEOP","timore di compromettere la famiglia","2020","2020",7,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","CLF_ML","laurea o diploma universitario","NOREP_JEOP","timore di compromettere la famiglia","2021","2021",2,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","CLF_ML","laurea o diploma universitario","NOREP_JEOP","timore di compromettere la famiglia","2022","2022",8,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","NRP","non indicato","NOREP_JEOP","timore di compromettere la famiglia","2018","2018",1,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","NRP","non indicato","NOREP_JEOP","timore di compromettere la famiglia","2022","2022",8,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_JEOP","timore di compromettere la famiglia","2013","2013",20,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_JEOP","timore di compromettere la famiglia","2014","2014",8,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_JEOP","timore di compromettere la famiglia","2015","2015",22,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_JEOP","timore di compromettere la famiglia","2016","2016",25,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_JEOP","timore di compromettere la famiglia","2017","2017",25,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_JEOP","timore di compromettere la famiglia","2018","2018",18,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_JEOP","timore di compromettere la famiglia","2019","2019",13,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_JEOP","timore di compromettere la famiglia","2020","2020",36,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_JEOP","timore di compromettere la famiglia","2021","2021",38,,
"IT","Italia","VICTIMS","vittime di violenza","M","maschi","UNAV","non disponibile","NOREP_JEOP","timore di compromettere la famiglia","2022","2022",16,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2013","2013",966,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2014","2014",733,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2015","2015",439,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2016","2016",431,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2017","2017",211,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2018","2018",307,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2019","2019",250,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2020","2020",201,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2021","2021",176,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","USE_IF","diploma di istruzione secondaria di II grado o di qualifica professionale (corso di 3-4 anni) compresi IFTS","NOREP_JEOP","timore di compromettere la famiglia","2022","2022",294,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2013","2013",176,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2014","2014",119,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2015","2015",74,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2016","2016",58,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2017","2017",18,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2018","2018",34,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2019","2019",33,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2020","2020",20,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2021","2021",8,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","NP","licenza di scuola elementare, nessun titolo di studio","NOREP_JEOP","timore di compromettere la famiglia","2022","2022",9,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2013","2013",715,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2014","2014",578,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2015","2015",376,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2016","2016",293,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2017","2017",139,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2018","2018",240,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2019","2019",155,,
"IT","Italia","VICTIMS","vittime di violenza","F","femmine","LSE","licenza di scuola media inferiore o di avviamento professionale","NOREP_JEOP","timore di compromettere la famiglia","2020","2020",107,,
